,ydata
6700,0.602775
6701,0.543229
6702,0.483011
6703,0.422052
6704,0.360669
6705,0.298615
6706,0.235961
6707,0.173059
6708,0.110157
6709,0.046903
6710,-0.015964
6711,-0.078689
6712,-0.141096
6713,-0.202585
6714,-0.263438
6715,-0.322949
6716,-0.38126
6717,-0.438475
6718,-0.494631
6719,-0.549409
6720,-0.602952
6721,-0.654551
6722,-0.705622
6723,-0.755314
6724,-0.803241
6725,-0.849896
6726,-0.894786
6727,-0.939145
6728,-0.981633
6729,-1.022814
6730,-1.0629
6731,-1.10175
6732,-1.13954
6733,-1.175494
6734,-1.211095
6735,-1.244894
6736,-1.277776
6737,-1.309491
6738,-1.339794
6739,-1.36978
6740,-1.397893
6741,-1.42477
6742,-1.449916
6743,-1.474074
6744,-1.495865
6745,-1.516032
6746,-1.534645
6747,-1.550573
6748,-1.564594
6749,-1.57685
6750,-1.586598
6751,-1.594791
6752,-1.599948
6753,-1.602667
6754,-1.603233
6755,-1.601749
6756,-1.597582
6757,-1.591224
6758,-1.582077
6759,-1.570457
6760,-1.556648
6761,-1.540331
6762,-1.521612
6763,-1.500421
6764,-1.476158
6765,-1.450305
6766,-1.421768
6767,-1.39097
6768,-1.35816
6769,-1.322842
6770,-1.285899
6771,-1.246448
6772,-1.20502
6773,-1.162038
6774,-1.116372
6775,-1.069999
6776,-1.021295
6777,-0.971108
6778,-0.919402
6779,-0.866637
6780,-0.811682
6781,-0.756232
6782,-0.699264
6783,-0.641625
6784,-0.58282
6785,-0.522885
6786,-0.462491
6787,-0.401108
6788,-0.339408
6789,-0.277142
6790,-0.214417
6791,-0.151868
6792,-0.08826
6793,-0.025147
6794,0.038179
6795,0.100657
6796,0.162958
6797,0.224588
6798,0.2853
6799,0.344882
6800,0.403298
6801,0.461326
6802,0.517376
6803,0.572013
6804,0.625979
6805,0.678179
6806,0.729708
6807,0.779507
6808,0.827928
6809,0.875219
6810,0.921239
6811,0.965775
6812,1.009605
6813,1.051528
6814,1.092567
6815,1.132477
6816,1.171009
6817,1.208446
6818,1.245177
6819,1.280389
6820,1.314401
6821,1.347105
6822,1.378044
6823,1.407817
6824,1.435683
6825,1.46196
6826,1.486365
6827,1.508756
6828,1.52917
6829,1.547571
6830,1.563464
6831,1.577344
6832,1.58907
6833,1.598641
6834,1.606093
6835,1.611108
6836,1.613475
6837,1.613439
6838,1.610967
6839,1.606552
6840,1.599136
6841,1.58967
6842,1.577556
6843,1.562864
6844,1.545735
6845,1.526345
6846,1.504448
6847,1.480502
6848,1.454155
6849,1.425088
6850,1.393902
6851,1.36035
6852,1.325561
6853,1.287559
6854,1.248179
6855,1.206645
6856,1.162956
6857,1.11782
6858,1.070811
6859,1.022284
6860,0.971991
6861,0.920391
6862,0.867096
6863,0.812671
6864,0.756762
6865,0.700077
6866,0.642261
6867,0.583597
6868,0.52391
6869,0.463198
6870,0.402309
6871,0.340361
6872,0.278025
6873,0.215476
6874,0.152504
6875,0.089602
6876,0.026559
6877,-0.036731
6878,-0.099244
6879,-0.161439
6880,-0.222752
6881,-0.283146
6882,-0.342516
6883,-0.401144
6884,-0.458006
6885,-0.513809
6886,-0.568305
6887,-0.621317
6888,-0.673411
6889,-0.723634
6890,-0.772797
6891,-0.820441
6892,-0.866708
6893,-0.912091
6894,-0.955497
6895,-0.99848
6896,-1.039131
6897,-1.079111
6898,-1.117325
6899,-1.154586
6900,-1.190469
6901,-1.225681
6902,-1.259128
6903,-1.291974
6904,-1.323124
6905,-1.353816
6906,-1.383377
6907,-1.411102
6908,-1.437626
6909,-1.462278
6910,-1.485588
6911,-1.506849
6912,-1.526345
6913,-1.54351
6914,-1.558732
6915,-1.572259
6916,-1.583419
6917,-1.59246
6918,-1.598924
6919,-1.60355
6920,-1.605493
6921,-1.60521
6922,-1.602703
6923,-1.597758
6924,-1.590235
6925,-1.579993
6926,-1.567808
6927,-1.552516
6928,-1.534963
6929,-1.515432
6930,-1.492863
6931,-1.468388
6932,-1.44144
6933,-1.411773
6934,-1.380128
6935,-1.346399
6936,-1.310162
6937,-1.272089
6938,-1.232074
6939,-1.190434
6940,-1.145827
6941,-1.100125
6942,-1.052375
6943,-1.003566
6944,-0.952672
6945,-0.900684
6946,-0.846506
6947,-0.791868
6948,-0.735677
6949,-0.678179
6950,-0.620187
6951,-0.560817
6952,-0.50067
6953,-0.439888
6954,-0.378399
6955,-0.316875
6956,-0.254255
6957,-0.191177
6958,-0.128558
6959,-0.065339
6960,-0.001942
6961,0.061065
6962,0.123508
6963,0.185774
6964,0.246485
6965,0.306985
6966,0.366214
6967,0.424524
6968,0.481704
6969,0.537013
6970,0.592003
6971,0.645333
6972,0.696721
6973,0.747721
6974,0.797237
6975,0.844987
6976,0.892066
6977,0.937732
6978,0.982057
6979,1.024968
6980,1.066679
6981,1.107295
6982,1.146569
6983,1.184748
6984,1.222362
6985,1.258209
6986,1.292751
6987,1.326656
6988,1.358831
6989,1.389204
6990,1.418519
6991,1.445678
6992,1.471001
6993,1.494735
6994,1.516385
6995,1.536022
6996,1.553187
6997,1.568868
6998,1.582077
6999,1.593061
7000,1.601784
7001,1.608142
7002,1.612239
7003,1.613969
7004,1.613475
7005,1.610155
7006,1.604539
7007,1.596734
7008,1.585997
7009,1.573106
7010,1.557813
7011,1.539978
7012,1.519528
7013,1.497101
7014,1.47192
7015,1.444548
7016,1.415587
7017,1.38313
7018,1.349154
7019,1.313164
7020,1.274632
7021,1.23444
7022,1.191953
7023,1.14837
7024,1.102386
7025,1.054671
7026,1.005614
7027,0.95472
7028,0.90305
7029,0.848978
7030,0.79427
7031,0.738044
7032,0.680793
7033,0.622341
7034,0.562936
7035,0.503001
7036,0.442431
7037,0.381012
7038,0.31864
7039,0.256692
7040,0.194109
7041,0.130571
7042,0.06774
7043,0.004945
7044,-0.05831
7045,-0.120859
7046,-0.18316
7047,-0.24426
7048,-0.304831
7049,-0.363283
7050,-0.421593
7051,-0.478173
7052,-0.533763
7053,-0.587871
7054,-0.64106
7055,-0.69266
7056,-0.7432
7057,-0.791692
7058,-0.839548
7059,-0.88532
7060,-0.930139
7061,-0.973757
7062,-1.015962
7063,-1.056861
7064,-1.096452
7065,-1.134384
7066,-1.171539
7067,-1.207387
7068,-1.242458
7069,-1.275763
7070,-1.308185
7071,-1.339477
7072,-1.369674
7073,-1.398528
7074,-1.426112
7075,-1.452495
7076,-1.476193
7077,-1.49862
7078,-1.518928
7079,-1.537505
7080,-1.554458
7081,-1.568585
7082,-1.58077
7083,-1.59126
7084,-1.599171
7085,-1.604504
7086,-1.608389
7087,-1.609484
7088,-1.608036
7089,-1.60408
7090,-1.598288
7091,-1.589211
7092,-1.57798
7093,-1.56463
7094,-1.548772
7095,-1.530371
7096,-1.509145
7097,-1.485588
7098,-1.460194
7099,-1.431763
7100,-1.401495
7101,-1.368685
7102,-1.333932
7103,-1.296989
7104,-1.258315
7105,-1.217064
7106,-1.173481
7107,-1.12898
7108,-1.082042
7109,-1.034257
7110,-0.984141
7111,-0.932611
7112,-0.880093
7113,-0.825986
7114,-0.770466
7115,-0.713639
7116,-0.655646
7117,-0.597124
7118,-0.537754
7119,-0.477537
7120,-0.416295
7121,-0.354347
7122,-0.292752
7123,-0.230062
7124,-0.166914
7125,-0.103518
7126,-0.040475
7127,0.022851
7128,0.085435
7129,0.148089
7130,0.209684
7131,0.270537
7132,0.330472
7133,0.389347
7134,0.44734
7135,0.50339
7136,0.558592
7137,0.612876
7138,0.665995
7139,0.716888
7140,0.767358
7141,0.816344
7142,0.8636
7143,0.91029
7144,0.955286
7145,0.998974
7146,1.041497
7147,1.082572
7148,1.123294
7149,1.162391
7150,1.199652
7151,1.236453
7152,1.271913
7153,1.306348
7154,1.339265
7155,1.370627
7156,1.40093
7157,1.429608
7158,1.456132
7159,1.480996
7160,1.503883
7161,1.524614
7162,1.543686
7163,1.56025
7164,1.574872
7165,1.587057
7166,1.597688
7167,1.605458
7168,1.611073
7169,1.614605
7170,1.615276
7171,1.613687
7172,1.609731
7173,1.602985
7174,1.594014
7175,1.582925
7176,1.568939
7177,1.552657
7178,1.533903
7179,1.512712
7180,1.489296
7181,1.46369
7182,1.43533
7183,1.40485
7184,1.371828
7185,1.337146
7186,1.300344
7187,1.261459
7188,1.220278
7189,1.177401
7190,1.132618
7191,1.086175
7192,1.037859
7193,0.987884
7194,0.936532
7195,0.883872
7196,0.829941
7197,0.774704
7198,0.71823
7199,0.660308
7200,0.602069
7201,0.54231
7202,0.482305
7203,0.421487
7204,0.359892
7205,0.297344
7206,0.235148
7207,0.172388
7208,0.109239
7209,0.045949
7210,-0.017059
7211,-0.079925
7212,-0.142615
7213,-0.204386
7214,-0.265734
7215,-0.325845
7216,-0.384756
7217,-0.442642
7218,-0.499046
7219,-0.554424
7220,-0.608956
7221,-0.661862
7222,-0.712862
7223,-0.763084
7224,-0.811788
7225,-0.859044
7226,-0.904922
7227,-0.949776
7228,-0.992829
7229,-1.034822
7230,-1.075332
7231,-1.115242
7232,-1.153138
7233,-1.189798
7234,-1.225752
7235,-1.260011
7236,-1.293598
7237,-1.32595
7238,-1.356959
7239,-1.386732
7240,-1.415128
7241,-1.442288
7242,-1.467399
7243,-1.49078
7244,-1.512677
7245,-1.532137
7246,-1.549549
7247,-1.565018
7248,-1.578792
7249,-1.590271
7250,-1.599453
7251,-1.606058
7252,-1.611285
7253,-1.613334
7254,-1.613122
7255,-1.611144
7256,-1.606023
7257,-1.598359
7258,-1.588611
7259,-1.575932
7260,-1.561486
7261,-1.544498
7262,-1.524791
7263,-1.50247
7264,-1.477888
7265,-1.451329
7266,-1.422121
7267,-1.390723
7268,-1.3571
7269,-1.321288
7270,-1.283321
7271,-1.243588
7272,-1.20163
7273,-1.1578
7274,-1.111957
7275,-1.064348
7276,-1.015644
7277,-0.964998
7278,-0.912868
7279,-0.85975
7280,-0.80483
7281,-0.748674
7282,-0.691388
7283,-0.633572
7284,-0.574167
7285,-0.514126
7286,-0.453662
7287,-0.392349
7288,-0.330472
7289,-0.268171
7290,-0.205128
7291,-0.142297
7292,-0.078477
7293,-0.015823
7294,0.047362
7295,0.109981
7296,0.172247
7297,0.233877
7298,0.294342
7299,0.353747
7300,0.412304
7301,0.469414
7302,0.525605
7303,0.580136
7304,0.633678
7305,0.685985
7306,0.737019
7307,0.786889
7308,0.835133
7309,0.882177
7310,0.927985
7311,0.972486
7312,1.015538
7313,1.057814
7314,1.098359
7315,1.138198
7316,1.176624
7317,1.214238
7318,1.250545
7319,1.285546
7320,1.319275
7321,1.352014
7322,1.382812
7323,1.412338
7324,1.439992
7325,1.466304
7326,1.490073
7327,1.512288
7328,1.532737
7329,1.550891
7330,1.566502
7331,1.580452
7332,1.592213
7333,1.601255
7334,1.608354
7335,1.61291
7336,1.615629
7337,1.615735
7338,1.613086
7339,1.608142
7340,1.600831
7341,1.590695
7342,1.578969
7343,1.563994
7344,1.546829
7345,1.527404
7346,1.50526
7347,1.48082
7348,1.454119
7349,1.425406
7350,1.394114
7351,1.360844
7352,1.325243
7353,1.2871
7354,1.247543
7355,1.20608
7356,1.162603
7357,1.116937
7358,1.069787
7359,1.020695
7360,0.970649
7361,0.919049
7362,0.865754
7363,0.811329
7364,0.755208
7365,0.698487
7366,0.640777
7367,0.581902
7368,0.521896
7369,0.461467
7370,0.400261
7371,0.338489
7372,0.276365
7373,0.213498
7374,0.150491
7375,0.087518
7376,0.024475
7377,-0.039027
7378,-0.101822
7379,-0.164123
7380,-0.225966
7381,-0.287031
7382,-0.347107
7383,-0.405876
7384,-0.463304
7385,-0.519989
7386,-0.575227
7387,-0.629087
7388,-0.681323
7389,-0.732569
7390,-0.782191
7391,-0.83093
7392,-0.878186
7393,-0.923782
7394,-0.967682
7395,-1.011265
7396,-1.052905
7397,-1.093132
7398,-1.132618
7399,-1.170479
7400,-1.207104
7401,-1.24274
7402,-1.27714
7403,-1.310092
7404,-1.342267
7405,-1.37317
7406,-1.402202
7407,-1.430244
7408,-1.456662
7409,-1.480996
7410,-1.503777
7411,-1.524332
7412,-1.543086
7413,-1.559862
7414,-1.574378
7415,-1.58741
7416,-1.597723
7417,-1.606093
7418,-1.612203
7419,-1.615735
7420,-1.616724
7421,-1.615205
7422,-1.612062
7423,-1.606129
7424,-1.597546
7425,-1.586739
7426,-1.573283
7427,-1.557248
7428,-1.538848
7429,-1.518681
7430,-1.495018
7431,-1.469801
7432,-1.441758
7433,-1.411773
7434,-1.379068
7435,-1.344704
7436,-1.307973
7437,-1.269405
7438,-1.228083
7439,-1.18556
7440,-1.140883
7441,-1.094474
7442,-1.046442
7443,-0.996714
7444,-0.945573
7445,-0.893161
7446,-0.8387
7447,-0.783392
7448,-0.727024
7449,-0.669244
7450,-0.610898
7451,-0.551034
7452,-0.491134
7453,-0.429928
7454,-0.368086
7455,-0.30635
7456,-0.243943
7457,-0.180723
7458,-0.117468
7459,-0.054001
7460,0.009112
7461,0.07212
7462,0.134845
7463,0.196192
7464,0.257646
7465,0.317546
7466,0.376562
7467,0.434625
7468,0.491064
7469,0.546831
7470,0.601009
7471,0.654375
7472,0.706328
7473,0.756762
7474,0.805854
7475,0.853569
7476,0.900578
7477,0.945962
7478,0.989721
7479,1.032738
7480,1.074025
7481,1.114465
7482,1.15395
7483,1.191953
7484,1.228472
7485,1.264355
7486,1.298967
7487,1.332554
7488,1.36427
7489,1.394997
7490,1.423746
7491,1.450905
7492,1.476052
7493,1.499291
7494,1.520835
7495,1.540119
7496,1.55739
7497,1.572824
7498,1.585715
7499,1.596522
7500,1.605564
7501,1.611603
7502,1.615241
7503,1.616653
7504,1.6157
7505,1.612203
7506,1.606305
7507,1.598147
7508,1.587445
7509,1.574378
7510,1.559261
7511,1.540719
7512,1.520447
7513,1.497667
7514,1.472591
7515,1.445254
7516,1.415375
7517,1.383483
7518,1.349436
7519,1.312847
7520,1.274491
7521,1.234193
7522,1.191741
7523,1.147628
7524,1.101609
7525,1.054212
7526,1.004731
7527,0.953943
7528,0.901319
7529,0.847954
7530,0.792681
7531,0.736596
7532,0.679062
7533,0.620999
7534,0.561912
7535,0.501518
7536,0.440771
7537,0.379776
7538,0.317616
7539,0.254926
7540,0.192484
7541,0.129123
7542,0.066222
7543,0.003108
7544,-0.059864
7545,-0.123013
7546,-0.18542
7547,-0.246839
7548,-0.307798
7549,-0.367379
7550,-0.42629
7551,-0.483506
7552,-0.539732
7553,-0.594652
7554,-0.648088
7555,-0.700606
7556,-0.751359
7557,-0.800557
7558,-0.848943
7559,-0.895774
7560,-0.94137
7561,-0.985271
7562,-1.028429
7563,-1.069681
7564,-1.109697
7565,-1.148653
7566,-1.186231
7567,-1.222397
7568,-1.257821
7569,-1.292044
7570,-1.324925
7571,-1.356465
7572,-1.387191
7573,-1.415693
7574,-1.443206
7575,-1.468882
7576,-1.492616
7577,-1.514937
7578,-1.534786
7579,-1.552374
7580,-1.568268
7581,-1.582465
7582,-1.594226
7583,-1.603444
7584,-1.611038
7585,-1.615876
7586,-1.618702
7587,-1.618984
7588,-1.616442
7589,-1.612451
7590,-1.60514
7591,-1.59571
7592,-1.584161
7593,-1.569292
7594,-1.552975
7595,-1.53362
7596,-1.511582
7597,-1.487389
7598,-1.461324
7599,-1.432399
7600,-1.40146
7601,-1.367766
7602,-1.332519
7603,-1.295188
7604,-1.255525
7605,-1.213709
7606,-1.170055
7607,-1.124707
7608,-1.078157
7609,-1.02903
7610,-0.978807
7611,-0.927278
7612,-0.873736
7613,-0.819205
7614,-0.763367
7615,-0.706151
7616,-0.648335
7617,-0.589637
7618,-0.529243
7619,-0.468884
7620,-0.407995
7621,-0.345977
7622,-0.283746
7623,-0.220668
7624,-0.158225
7625,-0.094865
7626,-0.031433
7627,0.03161
7628,0.094547
7629,0.156919
7630,0.218584
7631,0.279473
7632,0.33909
7633,0.397859
7634,0.455392
7635,0.512043
7636,0.567316
7637,0.620752
7638,0.673517
7639,0.724658
7640,0.774774
7641,0.823443
7642,0.870875
7643,0.916965
7644,0.961996
7645,1.005543
7646,1.047607
7647,1.088682
7648,1.128804
7649,1.167689
7650,1.205373
7651,1.241822
7652,1.277034
7653,1.311399
7654,1.344244
7655,1.375713
7656,1.405592
7657,1.433988
7658,1.460017
7659,1.484564
7660,1.50745
7661,1.527899
7662,1.546688
7663,1.563676
7664,1.577874
7665,1.590059
7666,1.600054
7667,1.607647
7668,1.613016
7669,1.616759
7670,1.616689
7671,1.615276
7672,1.610967
7673,1.604221
7674,1.594968
7675,1.583525
7676,1.569574
7677,1.553116
7678,1.534857
7679,1.513207
7680,1.489649
7681,1.463832
7682,1.435365
7683,1.404992
7684,1.372181
7685,1.336934
7686,1.300167
7687,1.261
7688,1.219748
7689,1.177084
7690,1.132194
7691,1.085468
7692,1.037824
7693,0.987319
7694,0.936178
7695,0.883413
7696,0.828917
7697,0.774103
7698,0.717241
7699,0.659567
7700,0.60108
7701,0.54171
7702,0.481104
7703,0.419933
7704,0.358232
7705,0.296143
7706,0.233559
7707,0.170834
7708,0.107897
7709,0.044925
7710,-0.018648
7711,-0.081585
7712,-0.144098
7713,-0.206223
7714,-0.267676
7715,-0.327929
7716,-0.387652
7717,-0.446174
7718,-0.502789
7719,-0.558769
7720,-0.613476
7721,-0.666701
7722,-0.718654
7723,-0.7693
7724,-0.818604
7725,-0.86639
7726,-0.912268
7727,-0.957334
7728,-1.00134
7729,-1.04351
7730,-1.084585
7731,-1.124601
7732,-1.162921
7733,-1.200252
7734,-1.236807
7735,-1.27156
7736,-1.305465
7737,-1.337463
7738,-1.369144
7739,-1.398776
7740,-1.427313
7741,-1.454437
7742,-1.479372
7743,-1.502329
7744,-1.523696
7745,-1.542591
7746,-1.560003
7747,-1.574978
7748,-1.588434
7749,-1.599524
7750,-1.608036
7751,-1.614146
7752,-1.618207
7753,-1.620291
7754,-1.619761
7755,-1.616547
7756,-1.610791
7757,-1.602985
7758,-1.59239
7759,-1.579534
7760,-1.564665
7761,-1.546476
7762,-1.526416
7763,-1.504024
7764,-1.478807
7765,-1.45147
7766,-1.421874
7767,-1.389981
7768,-1.356076
7769,-1.319592
7770,-1.281413
7771,-1.241045
7772,-1.198628
7773,-1.154092
7774,-1.108425
7775,-1.060887
7776,-1.011724
7777,-0.960619
7778,-0.908418
7779,-0.854735
7780,-0.799144
7781,-0.743306
7782,-0.686232
7783,-0.62778
7784,-0.568375
7785,-0.508476
7786,-0.447622
7787,-0.385604
7788,-0.32415
7789,-0.261425
7790,-0.198594
7791,-0.135586
7792,-0.072367
7793,-0.009359
7794,0.05386
7795,0.116585
7796,0.178569
7797,0.240058
7798,0.300452
7799,0.360139
7800,0.418167
7801,0.475312
7802,0.531362
7803,0.585398
7804,0.639329
7805,0.69153
7806,0.742352
7807,0.791621
7808,0.840148
7809,0.887086
7810,0.932894
7811,0.977148
7812,1.020377
7813,1.062052
7814,1.102986
7815,1.142507
7816,1.181004
7817,1.218159
7818,1.254148
7819,1.289219
7820,1.322877
7821,1.355087
7822,1.386238
7823,1.415728
7824,1.443277
7825,1.468847
7826,1.492934
7827,1.514972
7828,1.534998
7829,1.552551
7830,1.568903
7831,1.582324
7832,1.594014
7833,1.603268
7834,1.609625
7835,1.614499
7836,1.617042
7837,1.616618
7838,1.614287
7839,1.609201
7840,1.602102
7841,1.59186
7842,1.579534
7843,1.564736
7844,1.547077
7845,1.528075
7846,1.505719
7847,1.481244
7848,1.454472
7849,1.425264
7850,1.393972
7851,1.360244
7852,1.32489
7853,1.287064
7854,1.247084
7855,1.205162
7856,1.161544
7857,1.116301
7858,1.069434
7859,1.020624
7860,0.97019
7861,0.91806
7862,0.865083
7863,0.810199
7864,0.754784
7865,0.697781
7866,0.639435
7867,0.58056
7868,0.521119
7869,0.46009
7870,0.398954
7871,0.337288
7872,0.275305
7873,0.212368
7874,0.149325
7875,0.086318
7876,0.023098
7877,-0.040015
7878,-0.103164
7879,-0.165607
7880,-0.227484
7881,-0.288585
7882,-0.348661
7883,-0.408101
7884,-0.465847
7885,-0.522567
7886,-0.577629
7887,-0.631983
7888,-0.684819
7889,-0.736278
7890,-0.78597
7891,-0.834992
7892,-0.882248
7893,-0.928197
7894,-0.973086
7895,-1.016174
7896,-1.058344
7897,-1.098783
7898,-1.138163
7899,-1.176413
7900,-1.213214
7901,-1.249203
7902,-1.28325
7903,-1.316732
7904,-1.349083
7905,-1.379704
7906,-1.409336
7907,-1.436919
7908,-1.463196
7909,-1.48746
7910,-1.510063
7911,-1.530512
7912,-1.549266
7913,-1.565689
7914,-1.579958
7915,-1.592708
7916,-1.602667
7917,-1.610826
7918,-1.616547
7919,-1.619867
7920,-1.62068
7921,-1.618984
7922,-1.615064
7923,-1.608954
7924,-1.600019
7925,-1.588893
7926,-1.575261
7927,-1.559014
7928,-1.540331
7929,-1.51914
7930,-1.495795
7931,-1.470083
7932,-1.441829
7933,-1.41142
7934,-1.378715
7935,-1.34428
7936,-1.307125
7937,-1.267957
7938,-1.226741
7939,-1.184041
7940,-1.139646
7941,-1.09292
7942,-1.044252
7943,-0.994383
7944,-0.943101
7945,-0.889982
7946,-0.83584
7947,-0.780178
7948,-0.723881
7949,-0.665995
7950,-0.607013
7951,-0.547961
7952,-0.487285
7953,-0.426326
7954,-0.36466
7955,-0.302465
7956,-0.239704
7957,-0.176803
7958,-0.113724
7959,-0.05054
7960,0.012467
7961,0.075651
7962,0.138306
7963,0.20036
7964,0.261107
7965,0.321183
7966,0.380059
7967,0.438228
7968,0.494984
7969,0.550575
7970,0.604823
7971,0.657589
7972,0.709118
7973,0.75987
7974,0.808892
7975,0.856607
7976,0.903191
7977,0.94854
7978,0.992228
7979,1.034893
7980,1.076462
7981,1.116866
7982,1.156246
7983,1.193789
7984,1.230838
7985,1.266756
7986,1.300874
7987,1.334744
7988,1.366742
7989,1.396869
7990,1.42537
7991,1.452283
7992,1.477394
7993,1.501092
7994,1.522389
7995,1.54139
7996,1.559014
7997,1.573954
7998,1.587022
7999,1.598005
8000,1.606235
8001,1.612486
8002,1.616265
8003,1.617748
8004,1.616547
8005,1.613475
8006,1.607683
8007,1.599348
8008,1.588116
8009,1.575013
8010,1.559685
8011,1.541461
8012,1.520871
8013,1.49855
8014,1.472979
8015,1.445396
8016,1.415375
8017,1.383306
8018,1.34926
8019,1.312882
8020,1.274032
8021,1.234299
8022,1.192023
8023,1.14731
8024,1.10122
8025,1.053399
8026,1.003989
8027,0.95299
8028,0.900896
8029,0.847459
8030,0.792186
8031,0.735713
8032,0.678497
8033,0.620575
8034,0.560888
8035,0.501553
8036,0.440523
8037,0.37914
8038,0.317122
8039,0.25475
8040,0.191778
8041,0.128841
8042,0.065621
8043,0.00226
8044,-0.060465
8045,-0.123331
8046,-0.185491
8047,-0.247545
8048,-0.308257
8049,-0.367839
8050,-0.426679
8051,-0.484177
8052,-0.540262
8053,-0.595711
8054,-0.64936
8055,-0.701489
8056,-0.752701
8057,-0.802005
8058,-0.850179
8059,-0.897293
8060,-0.942818
8061,-0.986895
8062,-1.029312
8063,-1.071023
8064,-1.111215
8065,-1.15003
8066,-1.188068
8067,-1.224516
8068,-1.25941
8069,-1.293422
8070,-1.326868
8071,-1.358442
8072,-1.388781
8073,-1.417636
8074,-1.445078
8075,-1.470613
8076,-1.494064
8077,-1.516138
8078,-1.535881
8079,-1.553505
8080,-1.56961
8081,-1.583843
8082,-1.595498
8083,-1.604998
8084,-1.612133
8085,-1.617042
8086,-1.619479
8087,-1.619408
8088,-1.617324
8089,-1.61291
8090,-1.605917
8091,-1.59624
8092,-1.584373
8093,-1.569716
8094,-1.552904
8095,-1.53362
8096,-1.511617
8097,-1.487354
8098,-1.46083
8099,-1.431834
8100,-1.401036
8101,-1.367696
8102,-1.332484
8103,-1.294905
8104,-1.254642
8105,-1.213179
8106,-1.169384
8107,-1.124389
8108,-1.077098
8109,-1.028182
8110,-0.977995
8111,-0.926183
8112,-0.872747
8113,-0.818286
8114,-0.762625
8115,-0.705798
8116,-0.647558
8117,-0.58833
8118,-0.528572
8119,-0.467789
8120,-0.40683
8121,-0.345058
8122,-0.282404
8123,-0.219891
8124,-0.156848
8125,-0.093664
8126,-0.03055
8127,0.032493
8128,0.095324
8129,0.15766
8130,0.219502
8131,0.279932
8132,0.340079
8133,0.398601
8134,0.456311
8135,0.513102
8136,0.568057
8137,0.621564
8138,0.673659
8139,0.725506
8140,0.77534
8141,0.823937
8142,0.871334
8143,0.917354
8144,0.962102
8145,1.005932
8146,1.048278
8147,1.089177
8148,1.12891
8149,1.16836
8150,1.205762
8151,1.241963
8152,1.27767
8153,1.311787
8154,1.344633
8155,1.376172
8156,1.406051
8157,1.434129
8158,1.460653
8159,1.485341
8160,1.507874
8161,1.528499
8162,1.547606
8163,1.563853
8164,1.578333
8165,1.590447
8166,1.600301
8167,1.608212
8168,1.613439
8169,1.616865
8170,1.61743
8171,1.615806
8172,1.611356
8173,1.604645
8174,1.595674
8175,1.583878
8176,1.570069
8177,1.553787
8178,1.534998
8179,1.51363
8180,1.490038
8181,1.464256
8182,1.435754
8183,1.405451
8184,1.372252
8185,1.337146
8186,1.300238
8187,1.261035
8188,1.219889
8189,1.177331
8190,1.132441
8191,1.085892
8192,1.037718
8193,0.98792
8194,0.936567
8195,0.883519
8196,0.829412
8197,0.774103
8198,0.717312
8199,0.660132
8200,0.60115
8201,0.541675
8202,0.481598
8203,0.420357
8204,0.35908
8205,0.296955
8206,0.234124
8207,0.171116
8208,0.108003
8209,0.045101
8210,-0.017942
8211,-0.081126
8212,-0.143957
8213,-0.205481
8214,-0.267147
8215,-0.327505
8216,-0.386946
8217,-0.445079
8218,-0.502048
8219,-0.558451
8220,-0.612523
8221,-0.665853
8222,-0.717347
8223,-0.767923
8224,-0.816803
8225,-0.864589
8226,-0.911138
8227,-0.955992
8228,-0.999786
8229,-1.041956
8230,-1.082961
8231,-1.1228
8232,-1.161155
8233,-1.198628
8234,-1.23437
8235,-1.26937
8236,-1.302887
8237,-1.335274
8238,-1.366424
8239,-1.396197
8240,-1.424982
8241,-1.451682
8242,-1.476546
8243,-1.499715
8244,-1.521047
8245,-1.540543
8246,-1.557884
8247,-1.573212
8248,-1.586456
8249,-1.597299
8250,-1.606199
8251,-1.612698
8252,-1.61683
8253,-1.618808
8254,-1.618101
8255,-1.615099
8256,-1.609554
8257,-1.602102
8258,-1.591825
8259,-1.578969
8260,-1.563747
8261,-1.546158
8262,-1.526062
8263,-1.503565
8264,-1.478701
8265,-1.451576
8266,-1.421697
8267,-1.390123
8268,-1.356217
8269,-1.320052
8270,-1.282155
8271,-1.241892
8272,-1.199758
8273,-1.155681
8274,-1.109237
8275,-1.061805
8276,-1.012466
8277,-0.961925
8278,-0.909231
8279,-0.855865
8280,-0.800839
8281,-0.744436
8282,-0.687362
8283,-0.628946
8284,-0.569717
8285,-0.509712
8286,-0.448788
8287,-0.387264
8288,-0.325174
8289,-0.262555
8290,-0.199901
8291,-0.136717
8292,-0.074027
8293,-0.010348
8294,0.052624
8295,0.114925
8296,0.177721
8297,0.238892
8298,0.299604
8299,0.358691
8300,0.416931
8301,0.474217
8302,0.530126
8303,0.584904
8304,0.638234
8305,0.690399
8306,0.741363
8307,0.79088
8308,0.839301
8309,0.886345
8310,0.931658
8311,0.976265
8312,1.019459
8313,1.061275
8314,1.101856
8315,1.141554
8316,1.179803
8317,1.21717
8318,1.253547
8319,1.288371
8320,1.322347
8321,1.354345
8322,1.385178
8323,1.414634
8324,1.442146
8325,1.46807
8326,1.492086
8327,1.51416
8328,1.534574
8329,1.55248
8330,1.568197
8331,1.581724
8332,1.593132
8333,1.602632
8334,1.609449
8335,1.614534
8336,1.616653
8337,1.616406
8338,1.613934
8339,1.609025
8340,1.601255
8341,1.591613
8342,1.579216
8343,1.56463
8344,1.54743
